121 156
49 201 41
129 104 43
135 205 25
144 113 75
132 155 35
103 208 44
205 211 16
156 201 43
129 97 65
83 184 77
218 59 93
164 196 22
24 34 51
25 47 41
74 62 80
47 189 40
53 72 64
149 49 31
138 215 88
57 92 4
122 6 71
40 47 70
14 23 75
207 200 23
41 13 88
138 121 50
143 164 66
124 196 76
148 55 9
1 154 7
60 59 7
137 10 25
71 181 25
117 132 52
145 178 2
59 89 81
50 176 87
172 129 40
79 95 53
72 28 12
32 203 10
132 193 88
197 154 7
156 219 67
55 19 96
15 106 71
111 99 63
105 162 91
121 99 6
107 140 22
140 44 45
117 11 52
87 118 30
186 65 31
189 118 37
91 7 53
209 110 59
198 32 10
115 103 96
63 118 62
148 30 5
9 177 35
114 166 11
66 40 6
178 126 29
144 160 25
72 2 25
83 86 41
48 157 62
123 179 96
118 58 70
182 180 4
24 32 45
154 218 5
41 169 64
214 71 49
169 215 82
212 176 28
96 131 16
183 118 63
77 13 72
187 120 79
39 32 30
208 32 25
192 104 35
208 57 42
119 28 34
126 83 52
78 44 42
169 26 5
183 191 84
75 57 30
52 66 5
174 1 82
152 3 72
214 154 71
34 136 34
148 101 82
144 47 89
179 189 33
63 198 6
164 42 90
144 121 8
7 130 75
134 131 35
116 84 52
138 98 83
133 203 69
93 140 48
39 154 48
188 37 91
131 166 8
143 153 13
38 17 25
55 137 65
50 220 32
166 198 12
33 32 72
51 15 45
4 143 30
85 208 91
151 94 47
29 220 1
67 170 40
159 46 34
180 212 67
119 19 31
129 72 7
5 127 78
173 18 26
94 150 39
77 95 83
2 156 42
176 155 78
13 217 6
169 209 73
201 145 79
128 123 32
173 70 61
31 192 64
4 1 4
127 91 74
12 107 70
25 68 77
43 102 64
80 99
72 17 94
20 72 84
74 72 89
73 20 24
76 72 49
34 20 34
50 73 55
66 74 89
77 73 82
55 77 44
38 73 68
2 20 71
53 50 72
12 2 15
6 66 2
46 72 49
5 73 88
30 73 100
62 77 30
61 12 68
42 66 96
8 62 74
19 62 100
11 38 75
45 55 31
29 19 54
18 46 43
57 2 18
49 20 34
27 6 95
23 19 91
63 62 40
25 46 91
13 27 70
1 25 20
4 1 66
7 20 81
59 12 52
52 74 9
80 52 15
24 18 99
69 20 62
48 2 89
9 57 26
36 27 93
58 55 48
54 57 5
75 59 13
26 5 35
78 50 98
41 72 35
37 58 40
21 6 35
33 27 90
71 11 58
70 63 22
56 76 38
10 54 42
28 74 2
40 2 22
3 57 2
16 80 65
65 56 81
43 21 5
32 48 31
39 29 25
60 46 58
15 36 46
44 48 42
68 55 36
64 30 29
31 55 26
22 11 62
51 53 74
47 68 91
35 49 17
14 78 2
79 12 74
67 23 68
11 59 17
66 70 86
10 16 71
26 34 67
71 5 82
65 49 14
65 2 87
45 67 34
69 71 87
54 20 17
40 35 78
77 14 76
10 73 34
62 27 55
57 38 67
2 14 53
4 19 24
30 24 45
51 47 61
6 24 25
87 113
51 12 30
2 12 77
3 2 19
18 51 76
64 51 82
48 18 57
85 3 78
27 85 31
55 2 24
67 18 11
84 51 48
74 85 57
7 64 73
75 27 98
26 74 71
13 55 76
6 7 14
23 26 7
4 85 86
10 6 12
54 84 94
73 6 18
65 18 46
70 73 70
71 27 76
53 2 73
20 6 2
16 4 70
19 85 34
22 85 6
77 67 81
9 19 95
30 26 55
72 84 70
34 77 82
42 75 70
45 10 1
63 3 86
21 85 84
68 70 88
5 6 58
44 67 29
36 42 55
57 45 48
37 20 96
50 53 97
41 55 70
82 48 53
61 37 94
86 45 90
87 30 6
76 44 38
52 55 42
11 2 68
60 7 67
15 55 74
47 67 20
78 10 9
66 57 29
83 64 59
58 52 89
28 60 51
39 47 21
29 60 26
62 84 64
79 21 26
40 36 65
35 7 46
25 4 63
17 18 93
14 77 66
8 66 37
32 75 38
46 25 61
56 4 80
80 12 49
49 32 68
81 36 86
33 37 41
69 4 56
24 58 58
43 87 72
38 85 94
59 50 5
31 22 17
1 60 73
39 71 35
75 72 79
4 45 2
74 39 87
58 48 18
20 58 51
27 23 64
87 79 92
55 33 46
17 5 39
62 57 97
38 36 69
58 25 76
16 44 86
41 44 69
12 77 22
75 39 98
36 60 94
84 43 68
27 65 22
5 38 31
81 37 50
66 50 73
82 42 6
77 62 50
7 1 40
63 8 79
65 123
40 21 98
64 21 77
43 40 63
23 40 13
5 23 6
22 40 19
17 40 47
60 22 62
10 60 65
62 5 62
3 62 73
24 17 82
7 5 84
32 23 94
63 23 99
27 63 44
15 23 35
58 43 100
14 5 70
19 63 54
59 23 85
52 5 87
36 7 21
31 23 77
54 7 23
1 31 62
61 5 48
51 60 64
26 22 19
30 36 40
28 54 4
29 51 49
55 15 74
4 64 74
53 58 9
48 27 95
39 51 31
44 17 11
2 64 41
37 1 42
57 23 77
35 15 28
50 4 43
34 44 13
11 59 55
47 37 95
38 52 13
45 22 71
8 55 70
6 39 23
41 37 70
12 11 97
49 8 27
56 27 81
25 53 72
46 4 77
33 55 89
16 62 16
42 6 16
20 43 30
13 64 70
65 47 93
9 5 77
18 2 90
22 47 93
15 59 8
55 53 2
55 25 32
61 53 27
25 6 71
4 25 83
4 47 16
27 43 71
4 29 86
31 57 43
17 57 24
60 36 2
20 7 61
14 37 28
29 43 55
14 28 47
62 4 50
25 41 83
56 54 44
31 16 45
4 51 66
23 1 46
53 27 51
2 3 91
39 40 6
11 23 82
64 31 60
25 17 51
36 19 55
37 44 20
8 50 23
31 55 7
53 65 64
54 17 22
61 40 66
8 34 62
23 53 61
41 20 46
1 22 4
10 39 2
27 45 97
37 18 89
53 9 90
4 36 24
17 55 90
53 24 53
14 57 9
26 58 65
6 23 60
13 62 38
21 3 85
28 27 61
14 7 60
46 32 27
53 34 2
31 61 52
3 39 34
5 41 78
21 28
6 4 54
15 4 90
14 4 91
9 4 66
13 14 63
17 9 41
2 15 53
5 14 82
16 6 69
19 16 47
10 17 65
3 5 34
7 10 81
11 4 43
21 5 43
8 5 82
12 8 18
1 17 65
20 17 59
18 21 41
12 7 32
3 9 64
1 5 97
12 2 26
13 6 53
18 7 80
21 8 83
14 15 50
77 147
64 67 40
58 64 97
46 67 38
56 46 80
14 56 46
63 58 8
10 56 76
77 63 69
73 14 66
37 67 45
66 63 51
3 63 49
65 14 75
68 58 44
50 66 6
25 56 25
71 37 97
1 14 56
28 14 36
60 50 34
30 37 55
26 73 62
4 64 54
53 64 17
57 73 95
41 68 30
70 28 22
40 73 88
35 25 62
44 56 12
29 58 94
16 37 59
52 41 7
39 66 75
20 46 54
62 40 76
47 50 47
36 28 12
22 57 99
7 52 59
49 71 70
6 44 33
18 57 25
8 40 89
2 6 44
51 66 98
21 40 26
19 2 13
48 19 30
43 66 68
9 6 31
33 16 20
24 40 74
61 48 13
38 1 51
75 21 42
13 65 33
72 7 68
76 51 70
54 52 69
15 61 84
55 54 74
74 70 52
23 65 46
27 25 1
17 72 3
59 15 87
12 44 70
32 18 35
42 8 85
45 7 25
11 75 93
31 72 87
69 39 66
34 67 53
5 29 17
27 30 5
42 6 97
51 3 63
15 36 41
16 2 38
53 30 55
52 55 55
29 7 28
59 70 75
39 21 80
29 16 22
48 13 7
70 65 12
15 72 3
55 1 16
48 23 57
25 51 11
71 24 13
33 8 58
17 6 35
52 1 51
6 71 3
67 41 5
54 68 15
7 43 90
43 45 39
32 13 52
66 11 78
37 51 13
4 6 37
76 37 31
41 46 98
22 60 96
73 39 58
55 74 49
77 21 35
41 37 4
47 44 23
52 53 100
32 64 79
64 23 30
55 30 22
9 48 58
75 32 78
75 46 65
4 62 61
71 60 18
75 65 24
13 28 91
16 49 23
17 12 32
42 47 53
49 40 35
69 43 73
11 40 34
57 29 81
73 16 45
25 57 91
62 15 70
22 16 59
18 58 72
4 9 43
47 11 68
43 65 33
37 40 89
21 58 71
43 12 82
50 52 46
52 2 98
47 1 63
19 16 34
193 336
1 77 17
146 1 86
7 77 53
19 77 70
132 7 51
167 77 11
170 77 90
13 146 65
94 19 24
41 77 88
68 41 49
153 170 15
8 68 20
32 1 50
99 170 54
157 13 88
180 170 64
31 153 98
61 180 41
89 153 31
149 180 74
9 41 84
86 170 11
143 8 99
174 153 54
72 180 5
79 99 29
64 132 18
92 77 93
103 143 62
63 61 88
176 149 97
134 77 22
119 170 64
81 86 61
25 146 55
44 174 23
162 41 85
152 68 18
178 1 46
37 61 74
70 1 57
184 92 21
69 143 7
124 9 25
104 92 25
74 124 76
140 132 96
26 170 98
85 184 6
122 7 100
6 64 7
95 7 94
159 77 33
66 170 94
87 6 69
39 157 87
30 63 71
173 162 11
28 66 100
144 74 69
190 37 24
135 85 67
56 146 5
101 99 75
110 86 44
12 146 49
114 26 81
36 86 70
165 32 28
2 143 22
83 74 7
169 9 77
48 72 49
3 28 67
154 144 85
96 72 69
43 79 74
24 101 39
118 176 43
93 48 51
47 19 56
49 1 32
22 92 64
121 7 57
126 89 71
100 89 24
138 157 55
175 146 6
137 176 31
62 152 16
128 22 29
71 13 97
21 62 71
164 12 20
112 175 16
90 6 43
91 104 25
141 12 83
120 95 20
60 12 54
113 144 55
73 184 33
82 71 95
188 170 25
193 6 72
139 19 8
58 143 71
53 139 14
84 124 10
59 37 3
155 31 75
51 83 88
65 91 3
4 169 16
130 84 74
34 60 93
151 99 14
147 69 94
38 63 44
163 170 13
98 60 71
172 2 95
10 6 73
16 21 88
57 4 37
186 98 47
125 65 100
127 184 49
179 34 92
133 7 28
191 63 7
20 66 76
33 60 14
187 174 35
88 130 40
171 47 38
189 73 55
115 100 96
5 31 43
105 51 91
177 89 44
136 110 78
17 127 53
108 115 23
150 13 95
76 169 69
161 36 37
78 140 12
42 39 12
50 169 44
107 41 1
46 72 6
67 26 62
185 139 69
75 3 24
123 176 100
183 186 86
182 190 63
23 44 6
102 44 7
117 33 47
55 101 14
116 188 75
142 151 49
160 48 30
97 190 94
45 85 80
168 57 88
29 34 9
109 162 82
18 5 43
158 110 75
27 36 97
181 46 49
54 159 49
35 62 69
15 12 28
14 134 71
111 46 13
156 47 24
40 16 23
166 193 28
145 67 74
11 165 4
129 190 29
106 139 85
80 37 38
131 54 92
52 151 52
148 68 32
192 189 25
167 154 56
109 101 85
107 87 73
88 113 13
103 185 56
149 99 58
24 119 55
72 115 63
72 39 76
164 183 70
63 12 82
149 80 73
182 3 48
37 63 20
65 16 59
4 166 42
66 111 26
151 12 87
33 79 33
51 157 57
28 84 87
119 10 6
179 146 21
69 166 51
133 4 83
178 188 79
72 20 64
193 32 98
15 34 100
108 32 9
100 172 68
138 4 99
171 97 92
43 105 15
191 103 64
85 49 75
173 87 20
184 65 58
58 147 49
88 46 55
111 115 88
28 130 90
109 4 81
3 51 98
58 93 33
11 135 37
89 192 26
81 25 30
35 188 19
53 68 43
92 152 99
125 73 23
20 79 59
26 113 53
100 28 41
105 158 31
190 103 47
140 144 44
144 4 17
18 70 50
107 7 100
6 25 33
158 5 32
173 131 74
73 28 67
43 60 67
35 126 84
154 117 9
68 94 75
188 132 95
17 189 53
101 63 27
75 22 5
97 137 10
60 90 59
176 129 77
168 105 58
178 98 40
164 188 54
111 149 15
185 132 26
180 1 21
100 93 50
135 162 85
179 183 78
87 188 1
77 192 93
71 131 96
106 59 84
94 4 40
117 78 29
172 77 68
178 40 8
27 182 66
63 68 3
189 13 79
169 43 57
114 193 60
59 162 57
102 162 25
94 186 92
172 116 100
162 34 30
189 105 30
100 62 32
14 182 89
143 27 95
60 143 64
75 159 95
187 99 30
99 141 96
123 6 82
102 5 89
181 34 95
44 135 58
26 163 52
57 106 87
21 50 13
5 29 28
140 106 68
185 118 46
34 152 36
169 90 76
15 111 17
134 156 16
64 4 58
118 79 38
180 31 54
151 19 98
58 144 30
181 90 9
11 8 25
189 186 19
55 43 45
151 26 54
77 82 61
185 40 96
168 3 40
16 145 38
139 62 73
92 96 20
155 131 2
128 165 52
182 105 27
261 477
108 44 31
181 108 34
34 44 92
156 44 34
165 44 97
68 156 79
239 181 16
63 181 37
6 165 23
204 165 73
160 181 28
242 108 20
206 204 60
221 206 84
195 165 83
101 181 14
158 101 2
15 206 99
154 6 10
133 195 8
36 108 66
203 195 85
214 242 28
137 206 12
207 156 61
224 34 32
228 181 49
120 108 86
253 160 28
232 101 73
240 63 53
192 101 23
104 214 13
125 154 83
98 158 68
43 120 79
254 154 26
58 68 65
225 120 88
25 133 89
129 232 42
202 181 97
163 192 27
251 225 92
92 25 93
107 125 95
40 154 93
7 156 53
19 15 51
176 15 49
178 125 72
131 63 55
161 254 44
252 165 96
52 131 15
37 207 94
229 224 74
20 63 20
170 240 64
38 107 83
124 6 81
5 161 24
84 6 14
208 84 91
110 160 75
258 203 80
12 258 38
245 163 18
119 15 11
153 36 83
24 98 40
35 44 54
102 195 55
31 5 23
11 104 96
106 15 13
42 52 47
93 25 11
179 68 26
186 203 55
257 106 73
57 245 16
210 179 35
128 37 60
69 19 54
134 110 47
139 225 22
247 163 5
51 12 15
39 38 10
169 134 50
147 206 12
226 258 68
66 5 52
33 251 4
155 169 41
74 192 75
87 163 94
259 74 88
205 57 23
56 139 32
76 204 80
54 98 75
212 134 80
62 163 12
2 36 96
73 62 52
96 203 33
26 239 85
21 226 57
70 170 100
159 158 84
191 165 85
238 214 87
136 40 15
95 63 67
122 179 81
45 43 73
243 191 56
164 242 100
234 206 79
109 58 15
115 134 34
10 165 46
81 158 69
220 104 90
65 101 32
17 170 67
3 120 56
80 119 33
218 179 31
1 37 42
75 57 74
213 205 21
46 186 11
246 214 100
18 161 81
167 207 23
182 159 3
130 17 13
173 10 68
41 104 37
9 125 44
216 120 93
249 136 90
48 34 83
113 133 55
193 163 92
148 62 7
260 242 31
71 164 70
89 39 65
53 52 74
116 1 39
138 25 74
30 167 31
77 159 65
86 216 81
61 116 50
184 71 84
118 163 47
261 115 64
28 25 43
72 80 59
143 20 56
241 167 86
230 31 2
8 181 8
85 136 16
27 68 77
199 242 17
151 240 90
123 232 30
190 181 38
168 33 66
145 61 92
222 70 44
60 25 55
111 145 96
141 53 23
97 116 59
152 119 88
64 6 96
59 159 35
215 136 100
29 101 89
211 104 52
227 249 89
200 29 43
250 227 22
67 7 22
50 212 32
23 69 63
248 56 55
187 133 95
82 187 71
174 186 70
177 119 66
157 211 89
127 61 86
99 115 27
100 152 66
105 97 62
233 138 2
223 17 42
117 66 61
244 6 53
256 259 87
49 238 87
83 84 56
171 226 6
188 15 29
201 101 22
32 80 1
14 51 78
79 115 38
47 188 41
135 48 6
144 52 49
217 206 50
172 250 55
198 110 57
112 122 87
231 72 75
121 86 40
132 161 44
150 68 85
146 52 76
16 32 73
180 223 74
103 86 19
140 9 8
235 144 41
255 80 25
4 261 61
149 249 67
91 156 44
88 10 93
166 210 35
90 70 32
183 176 84
236 34 69
197 187 81
237 65 76
94 86 62
209 20 2
114 105 4
219 174 94
196 93 70
162 169 57
189 228 37
55 86 48
22 235 61
13 16 77
185 21 3
175 119 1
126 111 67
78 231 92
194 178 39
142 209 51
190 20 64
39 155 69
62 52 54
158 148 8
180 203 39
240 250 27
145 215 3
196 60 8
117 83 77
152 185 35
12 33 54
166 156 13
242 23 14
53 140 12
204 222 77
231 209 13
45 50 10
246 95 74
149 97 5
238 95 47
2 82 11
199 156 15
54 26 19
43 155 93
134 180 19
180 8 53
232 17 36
47 146 21
222 41 95
133 97 73
176 224 30
240 91 63
57 44 38
24 14 58
150 248 6
153 14 99
31 204 59
113 72 26
137 17 89
79 166 25
261 43 34
108 175 54
257 174 29
198 218 43
163 30 65
258 210 10
51 113 71
83 224 76
93 174 59
164 19 72
25 86 73
256 1 59
228 175 58
113 44 37
230 98 6
237 138 96
200 166 66
86 194 73
257 103 82
78 138 6
71 4 16
115 260 9
246 260 68
112 236 93
118 232 49
171 139 7
204 88 73
73 160 21
15 165 4
59 23 58
49 135 79
205 79 3
19 43 89
155 101 14
193 101 2
211 80 42
197 134 99
114 164 6
38 114 28
32 246 69
80 242 5
111 29 87
24 152 59
230 118 5
35 195 75
5 176 10
77 222 89
239 171 69
151 246 8
100 16 39
81 40 99
155 7 17
71 100 21
192 147 44
56 69 59
186 21 55
103 5 11
191 217 54
103 224 64
18 190 30
31 208 59
95 6 91
127 180 96
141 210 31
83 2 6
161 181 9
124 237 47
7 31 13
184 174 56
238 23 85
101 187 73
52 179 59
45 4 20
119 246 13
129 256 97
210 68 24
92 29 38
236 42 34
174 183 7
187 138 39
82 45 77
253 37 1
97 58 23
181 197 83
94 79 28
132 171 85
63 158 64
27 26 88
60 235 25
39 110 14
84 227 68
68 9 51
52 6 19
22 117 69
94 173 45
130 168 75
73 226 37
228 240 86
83 216 4
77 66 93
107 27 40
158 206 16
198 193 65
246 133 2
152 180 57
203 209 58
151 223 93
27 184 9
15 159 34
25 187 65
60 186 81
67 179 5
133 27 31
226 138 81
23 123 91
212 216 33
220 8 42
261 199 75
71 87 39
213 56 71
159 150 32
73 81 78
240 104 77
207 243 97
118 2 37
169 125 4
206 257 79
228 125 88
112 232 30
47 225 2
138 106 69
54 239 38
238 1 87
207 6 35
4 42 22
215 250 36
89 200 30
231 199 81
133 199 46
239 33 79
172 206 95
100 25 83
57 200 41
106 62 31
230 248 61
172 157 54
124 249 49
31 130 97
192 235 82
126 175 87
151 105 11
41 83 35
129 173 97
129 58 64
56 19 22
56 193 42
249 256 56
40 223 81
95 32 14
233 241 3
217 46 4
244 213 81
245 240 99
203 205 64
228 184 24
176 3 69
204 111 40
6 215 5
103 171 14
52 115 28
29 58 70
111 119 53
158 174 50
185 69 25
249 96 56
106 168 62
155 122 33
197 368
131 32 97
29 32 25
33 29 94
59 29 33
68 29 100
24 59 40
114 32 42
4 114 15
22 33 7
154 33 94
96 22 86
46 22 62
7 114 35
123 96 36
175 24 100
80 154 83
125 22 90
25 46 1
180 33 37
2 59 81
165 7 3
163 80 2
182 68 90
20 114 45
82 59 29
132 125 29
184 24 65
78 4 55
160 78 41
147 22 50
6 182 59
173 154 48
10 46 82
118 154 79
117 175 94
74 80 77
49 80 26
164 22 31
133 184 88
145 59 55
63 46 35
172 78 80
55 25 74
159 182 63
156 133 78
136 24 79
62 82 17
107 63 12
178 4 51
109 175 92
97 163 44
174 163 75
5 147 69
186 25 70
113 96 82
50 63 35
48 80 40
188 156 31
162 133 34
75 82 73
19 33 48
16 32 28
134 125 27
183 172 86
35 183 72
77 16 80
81 50 96
51 165 63
191 131 43
139 117 79
161 75 60
11 162 64
72 75 34
152 139 97
111 154 94
31 118 72
90 159 11
45 7 39
129 183 1
76 80 4
8 188 73
135 74 75
168 186 51
42 20 95
92 25 28
23 182 67
190 42 94
93 152 53
94 123 38
104 5 24
127 4 46
176 180 87
115 173 34
153 20 48
41 135 72
143 153 34
169 183 52
91 75 87
70 113 42
167 135 3
110 20 17
105 74 97
56 180 37
87 78 78
194 162 17
3 160 36
37 80 48
39 172 86
144 168 79
26 164 72
146 93 42
106 190 79
65 113 68
181 164 91
193 110 66
128 191 93
95 109 79
192 123 30
187 163 5
140 172 85
54 173 43
30 173 99
52 33 48
155 70 14
69 154 58
150 160 38
116 76 75
137 134 46
38 48 61
12 3 86
119 146 2
89 25 21
79 109 76
185 11 52
141 137 70
44 133 61
120 20 47
1 117 26
195 56 33
197 182 39
177 6 89
34 181 19
14 35 10
36 56 86
100 96 5
142 175 43
61 141 91
121 34 61
166 25 18
53 80 17
138 128 41
47 41 38
15 87 68
13 131 82
130 115 54
148 121 44
158 159 48
108 45 12
88 139 24
18 89 29
149 150 27
157 69 65
99 153 70
9 48 45
103 68 86
58 197 22
17 106 90
170 103 30
27 138 45
86 59 22
43 133 41
126 1 76
102 70 90
21 54 68
179 19 83
151 190 59
60 183 35
64 79 36
98 164 16
189 34 31
66 4 82
171 111 100
57 156 4
196 81 40
101 189 4
84 21 62
112 70 34
122 127 75
85 107 37
83 174 1
28 65 91
124 49 15
71 62 95
67 181 45
73 194 74
40 134 79
5 139 85
1 141 3
20 113 74
77 43 95
77 155 13
93 170 49
64 82 60
17 37 14
101 78 64
162 66 22
34 83 85
29 174 95
174 111 30
132 122 37
78 20 3
70 17 80
161 160 42
196 181 31
81 42 11
71 33 15
1 65 67
38 51 97
127 169 57
118 42 9
189 112 60
95 87 47
78 102 20
123 44 96
116 188 32
38 144 10
118 46 68
106 74 67
12 193 48
39 85 73
122 96 42
19 115 21
152 70 45
65 46 31
165 184 70
168 121 79
63 83 33
133 18 34
148 70 54
113 139 79
187 183 50
64 122 83
147 38 30
191 180 86
193 79 7
88 65 45
42 11 22
58 32 7
147 138 94
114 84 43
111 56 87
179 37 60
179 36 53
192 93 46
77 51 39
113 149 16
178 194 86
128 179 43
81 163 98
134 178 94
31 158 16
53 176 25
152 185 26
105 128 69
67 157 5
184 180 32
26 14 39
29 20 53
116 147 44
59 16 44
29 129 74
21 45 9
18 71 82
159 95 22
46 47 46
107 51 15
83 87 25
130 134 38
72 24 86
151 51 16
16 44 27
90 31 10
24 155 23
161 138 58
31 78 87
120 51 24
115 111 35
151 41 67
25 157 33
197 35 22
135 119 55
90 81 72
141 166 85
30 36 84
125 67 12
156 11 47
147 6 87
123 80 78
161 35 39
177 62 83
188 167 26
176 80 37
85 113 43
179 75 30
187 195 1
193 22 72
58 135 99
20 175 92
193 137 42
42 148 50
22 190 87
140 68 35
142 30 13
139 70 79
44 47 98
48 81 42
11 94 91
165 81 83
35 148 78
45 173 2
78 105 80
153 195 30
164 108 87
108 35 85
51 181 60
61 181 11
168 196 58
165 76 91
152 58 77
6 104 51
144 40 6
73 41 3
130 173 26
160 19 85
31 179 44
156 12 88
192 76 40
55 156 33
66 133 58
94 134 84
75 173 5
178 105 33
176 83 90
79 36 80
111 19 14
12 45 40
72 21 26
32 158 34
187 114 8
192 5 51
156 154 14
189 17 95
97 41 14
127 140 45
29 65 45
97 46 66
82 89 93
45 24 41
173 119 57
160 22 65
100 151 47
2 19 81
131 105 71
13 139 3
60 171 4
57 101 37
39 3 59
163 7 76
107 177
27 48 34
106 27 84
28 27 95
40 48 1
57 106 28
21 28 79
93 106 54
65 21 4
46 48 3
103 93 88
35 93 78
22 27 69
23 28 52
61 27 39
54 103 19
4 54 38
3 28 65
104 27 68
36 106 83
87 57 70
31 3 1
83 61 50
101 27 77
92 93 94
38 104 26
85 46 32
90 38 80
69 31 87
14 27 49
39 22 56
96 31 60
51 36 22
55 35 22
67 28 68
15 101 87
12 21 97
102 48 68
32 12 27
100 14 88
10 87 87
71 85 10
53 100 66
63 39 44
13 23 10
11 39 35
105 11 42
81 31 89
75 96 11
8 14 64
98 14 84
64 27 20
107 67 83
9 102 75
34 32 22
6 46 51
70 23 96
24 57 86
86 92 44
17 6 43
7 100 69
77 24 57
47 8 100
16 3 2
95 85 9
56 102 9
5 39 18
89 27 87
68 13 1
97 13 70
45 38 39
82 92 85
58 82 10
33 31 50
84 83 6
50 85 82
52 81 95
99 53 38
74 89 64
72 105 33
78 85 23
20 90 81
94 93 65
73 7 46
26 73 52
80 7 83
19 39 80
79 3 68
62 17 17
37 6 4
43 24 96
49 19 16
25 65 2
88 97 77
42 71 18
29 32 97
76 6 83
44 32 42
2 31 69
59 39 20
30 93 51
60 88 90
1 72 79
91 51 9
18 61 92
66 85 87
41 22 10
77 1 82
25 1 18
39 26 30
68 40 48
76 29 48
4 34 66
81 56 82
14 75 11
14 74 63
26 82 84
37 36 67
103 8 92
56 78 70
16 19 89
44 24 20
75 93 24
76 51 17
47 82 94
34 59 87
19 30 79
75 35 14
25 5 77
22 76 92
104 54 58
71 28 45
55 103 2
47 87 14
78 93 81
68 79 58
22 21 66
96 17 51
19 69 92
31 57 46
52 34 95
49 85 1
90 83 87
84 72 31
60 90 8
15 21 71
8 27 57
67 23 7
103 71 66
107 36 39
86 18 62
4 6 28
36 56 51
30 10 2
71 50 33
65 106 48
87 105 18
83 2 61
19 36 43
25 21 33
90 104 69
31 27 66
12 91 7
86 23 17
36 60 51
62 106 74
13 7 4
77 23 92
106 54 3
98 86 83
100 72 44
87 43 41
47 77 19
44 4 67
41 76 50
21 88 68
51 2 76
7 34 64
87 171
52 46 70
72 52 7
35 46 23
21 72 17
23 21 71
68 52 61
81 68 36
77 35 89
59 81 62
13 72 30
9 77 61
69 81 2
16 23 90
18 52 72
53 21 11
6 23 51
63 81 95
24 77 60
70 16 20
30 53 54
74 23 64
84 6 9
22 16 30
19 35 41
60 77 8
45 16 100
85 72 31
87 52 32
39 69 42
3 52 19
73 22 62
33 74 63
12 72 16
80 16 21
62 73 49
25 68 97
43 18 86
83 85 62
17 59 100
29 73 49
20 85 96
79 19 100
7 33 81
10 52 97
28 13 22
61 43 66
51 28 60
57 59 33
49 43 44
64 68 14
86 81 45
5 16 42
82 25 28
40 69 80
58 20 36
54 23 22
75 73 22
44 81 77
11 40 60
26 20 81
37 80 86
31 64 61
41 6 16
36 61 57
56 21 16
4 86 46
38 22 62
42 59 78
50 43 25
2 44 17
48 33 66
71 50 78
14 69 97
55 39 54
34 2 81
47 57 39
8 60 25
27 54 46
1 27 5
67 25 13
15 83 73
65 21 14
32 28 53
78 47 82
66 61 29
76 85 80
55 30 16
43 76 99
16 21 80
11 55 73
4 57 51
50 53 22
33 80 88
68 28 12
74 51 38
46 60 14
5 71 59
78 61 30
51 58 73
55 7 74
52 4 57
84 11 51
12 10 43
21 33 33
63 86 75
42 17 23
41 79 67
61 45 4
62 71 2
17 35 22
21 36 71
62 78 93
25 21 80
61 19 53
57 35 23
52 12 63
79 70 19
61 49 60
80 47 15
73 84 46
30 48 34
38 3 96
58 63 12
32 22 3
20 75 88
74 4 88
11 66 69
64 74 96
77 27 98
76 52 60
15 82 10
86 61 56
84 22 99
59 78 6
70 44 49
80 40 56
15 63 28
11 61 26
40 9 93
34 9 22
56 63 94
76 50 6
5 56 36
33 62 30
73 65 20
7 1 53
41 68 46
11 43 39
33 19 68
69 2 47
84 74 75
43 3 46
78 35 97
49 31 19
2 25 9
55 74 34
15 85 84
47 45 88
27 26 54
18 6 36
24 46 94
69 86 91
34 68 68
68 21 38
35 8 25
64 15 80
3 74 67
21 2 85
43 15 20
7 46 30
73 68 49
255 469
217 150 30
167 217 27
21 167 42
93 167 99
11 167 46
141 93 33
131 217 95
214 141 18
191 131 19
114 93 100
204 21 36
51 21 81
27 114 32
232 114 19
142 214 99
228 214 91
113 191 61
94 113 59
255 131 55
35 191 42
57 167 24
170 114 37
3 21 71
33 35 35
20 232 67
194 214 54
156 167 10
13 3 25
247 20 95
19 247 39
160 94 52
196 27 42
31 141 47
224 204 14
5 31 69
55 94 86
192 160 89
208 3 51
32 214 12
91 141 82
132 35 20
143 214 11
52 113 3
4 232 80
12 93 48
122 27 95
116 12 49
67 194 24
87 192 34
24 143 3
36 204 92
203 141 91
80 156 75
171 80 17
60 80 33
210 35 78
240 4 71
136 80 80
74 3 97
229 31 46
84 131 84
78 12 5
49 143 2
161 208 45
115 51 49
251 150 81
107 156 90
155 57 8
231 136 1
152 170 35
252 57 34
40 35 47
59 155 28
237 87 56
207 74 13
98 141 76
200 74 21
70 224 88
135 224 94
105 91 5
104 160 68
62 33 7
195 155 12
6 114 39
254 55 14
162 116 52
164 12 73
174 122 95
154 60 85
111 107 77
225 254 46
88 4 3
121 4 68
37 136 91
189 19 52
103 3 53
163 217 16
219 12 19
14 33 6
117 52 28
201 115 89
168 156 46
146 150 70
159 154 78
166 107 24
83 204 10
108 5 33
177 252 89
41 152 68
79 150 65
165 80 79
82 52 73
125 83 14
221 32 38
139 168 82
46 192 6
8 152 36
64 189 53
137 70 74
28 221 74
206 8 51
68 195 10
53 155 34
241 57 18
65 91 97
58 41 66
218 200 34
85 154 8
173 152 12
249 237 5
199 33 88
16 80 48
38 254 36
9 49 15
181 162 43
230 74 19
124 16 6
112 49 69
54 68 93
145 59 39
182 171 10
